preamble,stimulus,item,category,feature,score,params,model
Asparagus,is cultivated.,asparagus,vegetable,13,-16.612918853759766,354824192,gpt2-medium
Corn,is cultivated.,corn,vegetable,13,-17.650859832763672,354824192,gpt2-medium
Cauliflower,is cultivated.,cauliflower,vegetable,13,-18.494258880615234,354824192,gpt2-medium
Brussels sprouts,are cultivated.,brussels sprouts,vegetable,13,-14.903282165527344,354824192,gpt2-medium
Squash,is cultivated.,squash,vegetable,13,-16.277904510498047,354824192,gpt2-medium
Lettuce,is cultivated.,lettuce,vegetable,13,-17.148468017578125,354824192,gpt2-medium
Celery,is cultivated.,celery,vegetable,13,-15.980113983154297,354824192,gpt2-medium
Cucumber,is cultivated.,cucumber,vegetable,13,-18.23959732055664,354824192,gpt2-medium
Beet,is cultivated.,beet,vegetable,13,-19.710573196411133,354824192,gpt2-medium
Green,is cultivated.,green,vegetable,13,-20.444091796875,354824192,gpt2-medium
Tomato,is cultivated.,tomato,vegetable,13,-18.637462615966797,354824192,gpt2-medium
Lima bean,is cultivated.,lima bean,vegetable,13,-16.75313949584961,354824192,gpt2-medium
Artichoke,is cultivated.,artichoke,vegetable,13,-19.38724136352539,354824192,gpt2-medium
Turnip,is cultivated.,turnip,vegetable,13,-20.293556213378906,354824192,gpt2-medium
Eggplant,is cultivated.,eggplant,vegetable,13,-17.074737548828125,354824192,gpt2-medium
Romaine,is cultivated.,romaine,vegetable,13,-22.397891998291016,354824192,gpt2-medium
Green pepper,is cultivated.,green pepper,vegetable,13,-16.382572174072266,354824192,gpt2-medium
Okra,is cultivated.,okra,vegetable,13,-17.07825469970703,354824192,gpt2-medium
Radish,is cultivated.,radish,vegetable,13,-16.81224822998047,354824192,gpt2-medium
Onion,is cultivated.,onion,vegetable,13,-19.352642059326172,354824192,gpt2-medium
Bean,is cultivated.,bean,vegetable,13,-20.56816864013672,354824192,gpt2-medium
Green onion,is cultivated.,green onion,vegetable,13,-18.43874740600586,354824192,gpt2-medium
Potato,is cultivated.,potato,vegetable,13,-18.70020294189453,354824192,gpt2-medium
Parsnip,is cultivated.,parsnip,vegetable,13,-20.687576293945312,354824192,gpt2-medium
Turnip green,is cultivated.,turnip green,vegetable,13,-17.694351196289062,354824192,gpt2-medium
Collard,is cultivated.,collard,vegetable,13,-19.625747680664062,354824192,gpt2-medium
Wax bean,is cultivated.,wax bean,vegetable,13,-16.945816040039062,354824192,gpt2-medium
Watercress,is cultivated.,watercress,vegetable,13,-15.829936981201172,354824192,gpt2-medium
Black eyed pea,is cultivated.,black eyed pea,vegetable,13,-17.30926513671875,354824192,gpt2-medium
Leek,is cultivated.,leek,vegetable,13,-18.57416534423828,354824192,gpt2-medium
Pepper,is cultivated.,pepper,vegetable,13,-21.073810577392578,354824192,gpt2-medium
Sweet potato,is cultivated.,sweet potato,vegetable,13,-17.956260681152344,354824192,gpt2-medium
Yam,is cultivated.,yam,vegetable,13,-26.699710845947266,354824192,gpt2-medium
Parsley,is cultivated.,parsley,vegetable,13,-15.971050262451172,354824192,gpt2-medium
Endive,is cultivated.,endive,vegetable,13,-18.66580581665039,354824192,gpt2-medium
Rutabaga,is cultivated.,rutabaga,vegetable,13,-20.493701934814453,354824192,gpt2-medium
Mushroom,is cultivated.,mushroom,vegetable,13,-18.489513397216797,354824192,gpt2-medium
Avocado,is cultivated.,avocado,vegetable,13,-18.362323760986328,354824192,gpt2-medium
Rhubarb,is cultivated.,rhubarb,vegetable,13,-16.626220703125,354824192,gpt2-medium
Kale,is cultivated.,kale,vegetable,13,-16.062131881713867,354824192,gpt2-medium
Escarole,is cultivated.,escarole,vegetable,13,-22.608070373535156,354824192,gpt2-medium
Sauerkraut,is cultivated.,sauerkraut,vegetable,13,-17.888511657714844,354824192,gpt2-medium
Pickle,is cultivated.,pickle,vegetable,13,-21.75399398803711,354824192,gpt2-medium
Baked bean,is cultivated.,baked bean,vegetable,13,-23.453876495361328,354824192,gpt2-medium
Pumpkin,is cultivated.,pumpkin,vegetable,13,-19.756309509277344,354824192,gpt2-medium
Seaweed,is cultivated.,seaweed,vegetable,13,-16.76862335205078,354824192,gpt2-medium
Garlic,is cultivated.,garlic,vegetable,13,-17.64521026611328,354824192,gpt2-medium
Dandelion,is cultivated.,dandelion,vegetable,13,-19.8463134765625,354824192,gpt2-medium
Peanut,is cultivated.,peanut,vegetable,13,-22.28211784362793,354824192,gpt2-medium
Rice,is cultivated.,rice,vegetable,13,-19.384078979492188,354824192,gpt2-medium
Orange,is a plant.,orange,fruit,1,-17.741609573364258,354824192,gpt2-medium
Apple,is a plant.,apple,fruit,1,-17.7520751953125,354824192,gpt2-medium
Banana,is a plant.,banana,fruit,1,-14.56009292602539,354824192,gpt2-medium
Peach,is a plant.,peach,fruit,1,-15.147045135498047,354824192,gpt2-medium
Pear,is a plant.,pear,fruit,1,-20.95672607421875,354824192,gpt2-medium
Apricot,is a plant.,apricot,fruit,1,-16.027297973632812,354824192,gpt2-medium
Tangerine,is a plant.,tangerine,fruit,1,-14.538944244384766,354824192,gpt2-medium
Plum,is a plant.,plum,fruit,1,-16.067472457885742,354824192,gpt2-medium
Grape,is a plant.,grape,fruit,1,-15.50648307800293,354824192,gpt2-medium
Nectarine,is a plant.,nectarine,fruit,1,-14.12591552734375,354824192,gpt2-medium
Strawberry,is a plant.,strawberry,fruit,1,-15.789562225341797,354824192,gpt2-medium
Grapefruit,is a plant.,grapefruit,fruit,1,-13.470600128173828,354824192,gpt2-medium
Berry,is a plant.,berry,fruit,1,-16.97427749633789,354824192,gpt2-medium
Cherry,is a plant.,cherry,fruit,1,-17.79387664794922,354824192,gpt2-medium
Pineapple,is a plant.,pineapple,fruit,1,-14.81972885131836,354824192,gpt2-medium
Blackberry,is a plant.,blackberry,fruit,1,-17.90423583984375,354824192,gpt2-medium
Melon,is a plant.,melon,fruit,1,-14.466377258300781,354824192,gpt2-medium
Blueberry,is a plant.,blueberry,fruit,1,-17.409870147705078,354824192,gpt2-medium
Raspberry,is a plant.,raspberry,fruit,1,-20.791284561157227,354824192,gpt2-medium
Lemon,is a plant.,lemon,fruit,1,-16.31385040283203,354824192,gpt2-medium
Black raspberry,is a plant.,black raspberry,fruit,1,-14.513050079345703,354824192,gpt2-medium
Boysenberry,is a plant.,boysenberry,fruit,1,-16.536102294921875,354824192,gpt2-medium
Watermelon,is a plant.,watermelon,fruit,1,-12.79764175415039,354824192,gpt2-medium
Cantaloupe,is a plant.,cantaloupe,fruit,1,-14.60659408569336,354824192,gpt2-medium
Lime,is a plant.,lime,fruit,1,-14.293756484985352,354824192,gpt2-medium
Tangelo,is a plant.,tangelo,fruit,1,-16.412601470947266,354824192,gpt2-medium
Papaya,is a plant.,papaya,fruit,1,-14.696456909179688,354824192,gpt2-medium
Honeydew,is a plant.,honeydew,fruit,1,-12.266448974609375,354824192,gpt2-medium
Fig,is a plant.,fig,fruit,1,-23.192441940307617,354824192,gpt2-medium
Mango,is a plant.,mango,fruit,1,-15.08041000366211,354824192,gpt2-medium
Guava,is a plant.,guava,fruit,1,-14.209033966064453,354824192,gpt2-medium
Pomegranate,is a plant.,pomegranate,fruit,1,-15.057258605957031,354824192,gpt2-medium
Cranberry,is a plant.,cranberry,fruit,1,-16.1978759765625,354824192,gpt2-medium
Passion fruit,is a plant.,passion fruit,fruit,1,-12.840751647949219,354824192,gpt2-medium
Prune,is a plant.,prune,fruit,1,-14.781074523925781,354824192,gpt2-medium
Gooseberry,is a plant.,gooseberry,fruit,1,-16.008056640625,354824192,gpt2-medium
Date,is a plant.,date,fruit,1,-22.437084197998047,354824192,gpt2-medium
Kumquat,is a plant.,kumquat,fruit,1,-14.733417510986328,354824192,gpt2-medium
Raisin,is a plant.,raisin,fruit,1,-15.166069030761719,354824192,gpt2-medium
Muskmelon,is a plant.,muskmelon,fruit,1,-15.935169219970703,354824192,gpt2-medium
Persimmon,is a plant.,persimmon,fruit,1,-14.091262817382812,354824192,gpt2-medium
Pawpaw,is a plant.,pawpaw,fruit,1,-15.486919403076172,354824192,gpt2-medium
Coconut,is a plant.,coconut,fruit,1,-15.899826049804688,354824192,gpt2-medium
Avocado,is a plant.,avocado,fruit,1,-12.832759857177734,354824192,gpt2-medium
Pumpkin,is a plant.,pumpkin,fruit,1,-16.336856842041016,354824192,gpt2-medium
Tomato,is a plant.,tomato,fruit,1,-13.445999145507812,354824192,gpt2-medium
Nut,is a plant.,nut,fruit,1,-22.066810607910156,354824192,gpt2-medium
Gourd,is a plant.,gourd,fruit,1,-14.985164642333984,354824192,gpt2-medium
Olive,is a plant.,olive,fruit,1,-16.435653686523438,354824192,gpt2-medium
Pickle,is a plant.,pickle,fruit,1,-17.04092788696289,354824192,gpt2-medium
Squash,is a plant.,squash,fruit,1,-11.626846313476562,354824192,gpt2-medium
Orange,is organic.,orange,fruit,2,-17.556455612182617,354824192,gpt2-medium
Apple,is organic.,apple,fruit,2,-18.657455444335938,354824192,gpt2-medium
Banana,is organic.,banana,fruit,2,-15.840667724609375,354824192,gpt2-medium
Peach,is organic.,peach,fruit,2,-16.175979614257812,354824192,gpt2-medium
Pear,is organic.,pear,fruit,2,-21.43640899658203,354824192,gpt2-medium
Apricot,is organic.,apricot,fruit,2,-17.011402130126953,354824192,gpt2-medium
Tangerine,is organic.,tangerine,fruit,2,-17.326744079589844,354824192,gpt2-medium
Plum,is organic.,plum,fruit,2,-16.1215763092041,354824192,gpt2-medium
Grape,is organic.,grape,fruit,2,-16.79515838623047,354824192,gpt2-medium
Nectarine,is organic.,nectarine,fruit,2,-14.831146240234375,354824192,gpt2-medium
Strawberry,is organic.,strawberry,fruit,2,-16.314746856689453,354824192,gpt2-medium
Grapefruit,is organic.,grapefruit,fruit,2,-15.049057006835938,354824192,gpt2-medium
Berry,is organic.,berry,fruit,2,-18.525543212890625,354824192,gpt2-medium
Cherry,is organic.,cherry,fruit,2,-18.700359344482422,354824192,gpt2-medium
Pineapple,is organic.,pineapple,fruit,2,-16.284645080566406,354824192,gpt2-medium
Blackberry,is organic.,blackberry,fruit,2,-19.038341522216797,354824192,gpt2-medium
Melon,is organic.,melon,fruit,2,-16.053043365478516,354824192,gpt2-medium
Blueberry,is organic.,blueberry,fruit,2,-18.292682647705078,354824192,gpt2-medium
Raspberry,is organic.,raspberry,fruit,2,-20.788124084472656,354824192,gpt2-medium
Lemon,is organic.,lemon,fruit,2,-17.457965850830078,354824192,gpt2-medium
Black raspberry,is organic.,black raspberry,fruit,2,-16.60396957397461,354824192,gpt2-medium
Boysenberry,is organic.,boysenberry,fruit,2,-17.913646697998047,354824192,gpt2-medium
Watermelon,is organic.,watermelon,fruit,2,-14.490928649902344,354824192,gpt2-medium
Cantaloupe,is organic.,cantaloupe,fruit,2,-16.767715454101562,354824192,gpt2-medium
Lime,is organic.,lime,fruit,2,-15.23569107055664,354824192,gpt2-medium
Tangelo,is organic.,tangelo,fruit,2,-19.114131927490234,354824192,gpt2-medium
Papaya,is organic.,papaya,fruit,2,-15.926399230957031,354824192,gpt2-medium
Honeydew,is organic.,honeydew,fruit,2,-16.18585968017578,354824192,gpt2-medium
Fig,is organic.,fig,fruit,2,-22.110811233520508,354824192,gpt2-medium
Mango,is organic.,mango,fruit,2,-17.02017593383789,354824192,gpt2-medium
Guava,is organic.,guava,fruit,2,-16.199783325195312,354824192,gpt2-medium
Pomegranate,is organic.,pomegranate,fruit,2,-17.198226928710938,354824192,gpt2-medium
Cranberry,is organic.,cranberry,fruit,2,-17.50141143798828,354824192,gpt2-medium
Passion fruit,is organic.,passion fruit,fruit,2,-14.485527038574219,354824192,gpt2-medium
Prune,is organic.,prune,fruit,2,-15.569671630859375,354824192,gpt2-medium
Gooseberry,is organic.,gooseberry,fruit,2,-17.128578186035156,354824192,gpt2-medium
Date,is organic.,date,fruit,2,-21.673385620117188,354824192,gpt2-medium
Kumquat,is organic.,kumquat,fruit,2,-18.093891143798828,354824192,gpt2-medium
Raisin,is organic.,raisin,fruit,2,-17.87936782836914,354824192,gpt2-medium
Muskmelon,is organic.,muskmelon,fruit,2,-18.95343780517578,354824192,gpt2-medium
Persimmon,is organic.,persimmon,fruit,2,-16.99077606201172,354824192,gpt2-medium
Pawpaw,is organic.,pawpaw,fruit,2,-18.612720489501953,354824192,gpt2-medium
Coconut,is organic.,coconut,fruit,2,-17.342330932617188,354824192,gpt2-medium
Avocado,is organic.,avocado,fruit,2,-14.639026641845703,354824192,gpt2-medium
Pumpkin,is organic.,pumpkin,fruit,2,-17.173294067382812,354824192,gpt2-medium
Tomato,is organic.,tomato,fruit,2,-16.111988067626953,354824192,gpt2-medium
Nut,is organic.,nut,fruit,2,-21.705398559570312,354824192,gpt2-medium
Gourd,is organic.,gourd,fruit,2,-18.729564666748047,354824192,gpt2-medium
Olive,is organic.,olive,fruit,2,-15.928279876708984,354824192,gpt2-medium
Pickle,is organic.,pickle,fruit,2,-19.29287338256836,354824192,gpt2-medium
Squash,is organic.,squash,fruit,2,-13.832733154296875,354824192,gpt2-medium
Orange,is vegetation.,orange,fruit,3,-22.167387008666992,354824192,gpt2-medium
Apple,is vegetation.,apple,fruit,3,-24.341075897216797,354824192,gpt2-medium
Banana,is vegetation.,banana,fruit,3,-21.556011199951172,354824192,gpt2-medium
Peach,is vegetation.,peach,fruit,3,-21.312564849853516,354824192,gpt2-medium
Pear,is vegetation.,pear,fruit,3,-26.272445678710938,354824192,gpt2-medium
Apricot,is vegetation.,apricot,fruit,3,-23.7491455078125,354824192,gpt2-medium
Tangerine,is vegetation.,tangerine,fruit,3,-21.389476776123047,354824192,gpt2-medium
Plum,is vegetation.,plum,fruit,3,-21.1674861907959,354824192,gpt2-medium
Grape,is vegetation.,grape,fruit,3,-23.098785400390625,354824192,gpt2-medium
Nectarine,is vegetation.,nectarine,fruit,3,-19.464462280273438,354824192,gpt2-medium
Strawberry,is vegetation.,strawberry,fruit,3,-22.72396469116211,354824192,gpt2-medium
Grapefruit,is vegetation.,grapefruit,fruit,3,-20.536724090576172,354824192,gpt2-medium
Berry,is vegetation.,berry,fruit,3,-23.670040130615234,354824192,gpt2-medium
Cherry,is vegetation.,cherry,fruit,3,-23.300411224365234,354824192,gpt2-medium
Pineapple,is vegetation.,pineapple,fruit,3,-20.681156158447266,354824192,gpt2-medium
Blackberry,is vegetation.,blackberry,fruit,3,-25.304553985595703,354824192,gpt2-medium
Melon,is vegetation.,melon,fruit,3,-20.802005767822266,354824192,gpt2-medium
Blueberry,is vegetation.,blueberry,fruit,3,-22.954185485839844,354824192,gpt2-medium
Raspberry,is vegetation.,raspberry,fruit,3,-25.764083862304688,354824192,gpt2-medium
Lemon,is vegetation.,lemon,fruit,3,-22.484241485595703,354824192,gpt2-medium
Black raspberry,is vegetation.,black raspberry,fruit,3,-21.763530731201172,354824192,gpt2-medium
Boysenberry,is vegetation.,boysenberry,fruit,3,-22.094219207763672,354824192,gpt2-medium
Watermelon,is vegetation.,watermelon,fruit,3,-19.913127899169922,354824192,gpt2-medium
Cantaloupe,is vegetation.,cantaloupe,fruit,3,-21.93329620361328,354824192,gpt2-medium
Lime,is vegetation.,lime,fruit,3,-20.190269470214844,354824192,gpt2-medium
Tangelo,is vegetation.,tangelo,fruit,3,-22.450748443603516,354824192,gpt2-medium
Papaya,is vegetation.,papaya,fruit,3,-21.535598754882812,354824192,gpt2-medium
Honeydew,is vegetation.,honeydew,fruit,3,-19.72917938232422,354824192,gpt2-medium
Fig,is vegetation.,fig,fruit,3,-26.12994956970215,354824192,gpt2-medium
Mango,is vegetation.,mango,fruit,3,-21.252201080322266,354824192,gpt2-medium
Guava,is vegetation.,guava,fruit,3,-20.62934112548828,354824192,gpt2-medium
Pomegranate,is vegetation.,pomegranate,fruit,3,-21.743572235107422,354824192,gpt2-medium
Cranberry,is vegetation.,cranberry,fruit,3,-23.235301971435547,354824192,gpt2-medium
Passion fruit,is vegetation.,passion fruit,fruit,3,-19.864944458007812,354824192,gpt2-medium
Prune,is vegetation.,prune,fruit,3,-19.763832092285156,354824192,gpt2-medium
Gooseberry,is vegetation.,gooseberry,fruit,3,-21.785358428955078,354824192,gpt2-medium
Date,is vegetation.,date,fruit,3,-25.575328826904297,354824192,gpt2-medium
Kumquat,is vegetation.,kumquat,fruit,3,-20.66122055053711,354824192,gpt2-medium
Raisin,is vegetation.,raisin,fruit,3,-20.953838348388672,354824192,gpt2-medium
Muskmelon,is vegetation.,muskmelon,fruit,3,-21.970081329345703,354824192,gpt2-medium
Persimmon,is vegetation.,persimmon,fruit,3,-20.83765411376953,354824192,gpt2-medium
Pawpaw,is vegetation.,pawpaw,fruit,3,-21.966976165771484,354824192,gpt2-medium
Coconut,is vegetation.,coconut,fruit,3,-22.4364013671875,354824192,gpt2-medium
Avocado,is vegetation.,avocado,fruit,3,-20.144886016845703,354824192,gpt2-medium
Pumpkin,is vegetation.,pumpkin,fruit,3,-22.66040802001953,354824192,gpt2-medium
Tomato,is vegetation.,tomato,fruit,3,-21.755474090576172,354824192,gpt2-medium
Nut,is vegetation.,nut,fruit,3,-25.522781372070312,354824192,gpt2-medium
Gourd,is vegetation.,gourd,fruit,3,-21.136268615722656,354824192,gpt2-medium
Olive,is vegetation.,olive,fruit,3,-22.070934295654297,354824192,gpt2-medium
Pickle,is vegetation.,pickle,fruit,3,-22.865589141845703,354824192,gpt2-medium
Squash,is vegetation.,squash,fruit,3,-19.347328186035156,354824192,gpt2-medium
Orange,is edible.,orange,fruit,4,-17.33699607849121,354824192,gpt2-medium
Apple,is edible.,apple,fruit,4,-21.398406982421875,354824192,gpt2-medium
Banana,is edible.,banana,fruit,4,-14.34732437133789,354824192,gpt2-medium
Peach,is edible.,peach,fruit,4,-14.807453155517578,354824192,gpt2-medium
Pear,is edible.,pear,fruit,4,-20.395843505859375,354824192,gpt2-medium
Apricot,is edible.,apricot,fruit,4,-15.287002563476562,354824192,gpt2-medium
Tangerine,is edible.,tangerine,fruit,4,-14.832073211669922,354824192,gpt2-medium
Plum,is edible.,plum,fruit,4,-14.394857406616211,354824192,gpt2-medium
Grape,is edible.,grape,fruit,4,-15.319656372070312,354824192,gpt2-medium
Nectarine,is edible.,nectarine,fruit,4,-12.403152465820312,354824192,gpt2-medium
Strawberry,is edible.,strawberry,fruit,4,-15.53915786743164,354824192,gpt2-medium
Grapefruit,is edible.,grapefruit,fruit,4,-12.128292083740234,354824192,gpt2-medium
Berry,is edible.,berry,fruit,4,-19.834484100341797,354824192,gpt2-medium
Cherry,is edible.,cherry,fruit,4,-17.417102813720703,354824192,gpt2-medium
Pineapple,is edible.,pineapple,fruit,4,-14.567020416259766,354824192,gpt2-medium
Blackberry,is edible.,blackberry,fruit,4,-21.92385482788086,354824192,gpt2-medium
Melon,is edible.,melon,fruit,4,-14.45633316040039,354824192,gpt2-medium
Blueberry,is edible.,blueberry,fruit,4,-16.882652282714844,354824192,gpt2-medium
Raspberry,is edible.,raspberry,fruit,4,-19.791099548339844,354824192,gpt2-medium
Lemon,is edible.,lemon,fruit,4,-15.712764739990234,354824192,gpt2-medium
Black raspberry,is edible.,black raspberry,fruit,4,-13.572246551513672,354824192,gpt2-medium
Boysenberry,is edible.,boysenberry,fruit,4,-17.846485137939453,354824192,gpt2-medium
Watermelon,is edible.,watermelon,fruit,4,-12.611942291259766,354824192,gpt2-medium
Cantaloupe,is edible.,cantaloupe,fruit,4,-13.496368408203125,354824192,gpt2-medium
Lime,is edible.,lime,fruit,4,-12.303802490234375,354824192,gpt2-medium
Tangelo,is edible.,tangelo,fruit,4,-19.38412857055664,354824192,gpt2-medium
Papaya,is edible.,papaya,fruit,4,-13.673698425292969,354824192,gpt2-medium
Honeydew,is edible.,honeydew,fruit,4,-12.618202209472656,354824192,gpt2-medium
Fig,is edible.,fig,fruit,4,-20.84577751159668,354824192,gpt2-medium
Mango,is edible.,mango,fruit,4,-15.235958099365234,354824192,gpt2-medium
Guava,is edible.,guava,fruit,4,-14.213676452636719,354824192,gpt2-medium
Pomegranate,is edible.,pomegranate,fruit,4,-13.971073150634766,354824192,gpt2-medium
Cranberry,is edible.,cranberry,fruit,4,-16.14986801147461,354824192,gpt2-medium
Passion fruit,is edible.,passion fruit,fruit,4,-10.700637817382812,354824192,gpt2-medium
Prune,is edible.,prune,fruit,4,-14.139488220214844,354824192,gpt2-medium
Gooseberry,is edible.,gooseberry,fruit,4,-15.930675506591797,354824192,gpt2-medium
Date,is edible.,date,fruit,4,-21.838207244873047,354824192,gpt2-medium
Kumquat,is edible.,kumquat,fruit,4,-16.05396270751953,354824192,gpt2-medium
Raisin,is edible.,raisin,fruit,4,-14.254444122314453,354824192,gpt2-medium
Muskmelon,is edible.,muskmelon,fruit,4,-18.529003143310547,354824192,gpt2-medium
Persimmon,is edible.,persimmon,fruit,4,-12.692481994628906,354824192,gpt2-medium
Pawpaw,is edible.,pawpaw,fruit,4,-17.108074188232422,354824192,gpt2-medium
Coconut,is edible.,coconut,fruit,4,-16.05743408203125,354824192,gpt2-medium
Avocado,is edible.,avocado,fruit,4,-13.20180892944336,354824192,gpt2-medium
Pumpkin,is edible.,pumpkin,fruit,4,-15.418304443359375,354824192,gpt2-medium
Tomato,is edible.,tomato,fruit,4,-15.06655502319336,354824192,gpt2-medium
Nut,is edible.,nut,fruit,4,-20.218536376953125,354824192,gpt2-medium
Gourd,is edible.,gourd,fruit,4,-15.256614685058594,354824192,gpt2-medium
Olive,is edible.,olive,fruit,4,-15.020687103271484,354824192,gpt2-medium
Pickle,is edible.,pickle,fruit,4,-17.25296401977539,354824192,gpt2-medium
Squash,is edible.,squash,fruit,4,-13.537742614746094,354824192,gpt2-medium
Orange,is eaten.,orange,fruit,5,-20.915212631225586,354824192,gpt2-medium
Apple,is eaten.,apple,fruit,5,-21.081340789794922,354824192,gpt2-medium
Banana,is eaten.,banana,fruit,5,-18.063762664794922,354824192,gpt2-medium
Peach,is eaten.,peach,fruit,5,-18.115375518798828,354824192,gpt2-medium
Pear,is eaten.,pear,fruit,5,-21.280235290527344,354824192,gpt2-medium
Apricot,is eaten.,apricot,fruit,5,-19.116798400878906,354824192,gpt2-medium
Tangerine,is eaten.,tangerine,fruit,5,-19.382427215576172,354824192,gpt2-medium
Plum,is eaten.,plum,fruit,5,-18.493513107299805,354824192,gpt2-medium
Grape,is eaten.,grape,fruit,5,-18.834716796875,354824192,gpt2-medium
Nectarine,is eaten.,nectarine,fruit,5,-17.730148315429688,354824192,gpt2-medium
Strawberry,is eaten.,strawberry,fruit,5,-19.064220428466797,354824192,gpt2-medium
Grapefruit,is eaten.,grapefruit,fruit,5,-16.70937728881836,354824192,gpt2-medium
Berry,is eaten.,berry,fruit,5,-19.479106903076172,354824192,gpt2-medium
Cherry,is eaten.,cherry,fruit,5,-20.867595672607422,354824192,gpt2-medium
Pineapple,is eaten.,pineapple,fruit,5,-18.081676483154297,354824192,gpt2-medium
Blackberry,is eaten.,blackberry,fruit,5,-23.12369155883789,354824192,gpt2-medium
Melon,is eaten.,melon,fruit,5,-18.612232208251953,354824192,gpt2-medium
Blueberry,is eaten.,blueberry,fruit,5,-20.708202362060547,354824192,gpt2-medium
Raspberry,is eaten.,raspberry,fruit,5,-23.729904174804688,354824192,gpt2-medium
Lemon,is eaten.,lemon,fruit,5,-20.206005096435547,354824192,gpt2-medium
Black raspberry,is eaten.,black raspberry,fruit,5,-18.397144317626953,354824192,gpt2-medium
Boysenberry,is eaten.,boysenberry,fruit,5,-21.040210723876953,354824192,gpt2-medium
Watermelon,is eaten.,watermelon,fruit,5,-16.486774444580078,354824192,gpt2-medium
Cantaloupe,is eaten.,cantaloupe,fruit,5,-17.479408264160156,354824192,gpt2-medium
Lime,is eaten.,lime,fruit,5,-17.10071563720703,354824192,gpt2-medium
Tangelo,is eaten.,tangelo,fruit,5,-18.440784454345703,354824192,gpt2-medium
Papaya,is eaten.,papaya,fruit,5,-17.232208251953125,354824192,gpt2-medium
Honeydew,is eaten.,honeydew,fruit,5,-18.12635040283203,354824192,gpt2-medium
Fig,is eaten.,fig,fruit,5,-22.214323043823242,354824192,gpt2-medium
Mango,is eaten.,mango,fruit,5,-18.823917388916016,354824192,gpt2-medium
Guava,is eaten.,guava,fruit,5,-18.384002685546875,354824192,gpt2-medium
Pomegranate,is eaten.,pomegranate,fruit,5,-18.237255096435547,354824192,gpt2-medium
Cranberry,is eaten.,cranberry,fruit,5,-20.60940933227539,354824192,gpt2-medium
Passion fruit,is eaten.,passion fruit,fruit,5,-15.67352294921875,354824192,gpt2-medium
Prune,is eaten.,prune,fruit,5,-16.507408142089844,354824192,gpt2-medium
Gooseberry,is eaten.,gooseberry,fruit,5,-20.094196319580078,354824192,gpt2-medium
Date,is eaten.,date,fruit,5,-22.251476287841797,354824192,gpt2-medium
Kumquat,is eaten.,kumquat,fruit,5,-19.427528381347656,354824192,gpt2-medium
Raisin,is eaten.,raisin,fruit,5,-17.758522033691406,354824192,gpt2-medium
Muskmelon,is eaten.,muskmelon,fruit,5,-20.98009490966797,354824192,gpt2-medium
Persimmon,is eaten.,persimmon,fruit,5,-17.629226684570312,354824192,gpt2-medium
Pawpaw,is eaten.,pawpaw,fruit,5,-18.708087921142578,354824192,gpt2-medium
Coconut,is eaten.,coconut,fruit,5,-20.746490478515625,354824192,gpt2-medium
Avocado,is eaten.,avocado,fruit,5,-17.194110870361328,354824192,gpt2-medium
Pumpkin,is eaten.,pumpkin,fruit,5,-18.069610595703125,354824192,gpt2-medium
Tomato,is eaten.,tomato,fruit,5,-18.17556381225586,354824192,gpt2-medium
Nut,is eaten.,nut,fruit,5,-22.37250518798828,354824192,gpt2-medium
Gourd,is eaten.,gourd,fruit,5,-19.159534454345703,354824192,gpt2-medium
Olive,is eaten.,olive,fruit,5,-19.482952117919922,354824192,gpt2-medium
Pickle,is eaten.,pickle,fruit,5,-19.307342529296875,354824192,gpt2-medium
Squash,is eaten.,squash,fruit,5,-16.25481414794922,354824192,gpt2-medium
Orange,contains seeds.,orange,fruit,6,-22.132959365844727,354824192,gpt2-medium
Apple,contains seeds.,apple,fruit,6,-23.864948272705078,354824192,gpt2-medium
Banana,contains seeds.,banana,fruit,6,-19.791393280029297,354824192,gpt2-medium
Peach,contains seeds.,peach,fruit,6,-19.835128784179688,354824192,gpt2-medium
Pear,contains seeds.,pear,fruit,6,-25.52764892578125,354824192,gpt2-medium
Apricot,contains seeds.,apricot,fruit,6,-18.088619232177734,354824192,gpt2-medium
Tangerine,contains seeds.,tangerine,fruit,6,-22.465843200683594,354824192,gpt2-medium
Plum,contains seeds.,plum,fruit,6,-21.88128089904785,354824192,gpt2-medium
Grape,contains seeds.,grape,fruit,6,-19.602312088012695,354824192,gpt2-medium
Nectarine,contains seeds.,nectarine,fruit,6,-19.05819320678711,354824192,gpt2-medium
Strawberry,contains seeds.,strawberry,fruit,6,-19.87169647216797,354824192,gpt2-medium
Grapefruit,contains seeds.,grapefruit,fruit,6,-16.957813262939453,354824192,gpt2-medium
Berry,contains seeds.,berry,fruit,6,-21.147964477539062,354824192,gpt2-medium
Cherry,contains seeds.,cherry,fruit,6,-24.202648162841797,354824192,gpt2-medium
Pineapple,contains seeds.,pineapple,fruit,6,-19.420669555664062,354824192,gpt2-medium
Blackberry,contains seeds.,blackberry,fruit,6,-23.478004455566406,354824192,gpt2-medium
Melon,contains seeds.,melon,fruit,6,-19.293190002441406,354824192,gpt2-medium
Blueberry,contains seeds.,blueberry,fruit,6,-22.023433685302734,354824192,gpt2-medium
Raspberry,contains seeds.,raspberry,fruit,6,-23.706926345825195,354824192,gpt2-medium
Lemon,contains seeds.,lemon,fruit,6,-24.020282745361328,354824192,gpt2-medium
Black raspberry,contains seeds.,black raspberry,fruit,6,-18.88562774658203,354824192,gpt2-medium
